BELLE5;BG;BGTL;RW08;THT13;RW26;{{N76310485,W069093896},{N76310485,W069093896}}
JRZ1C;LE;LEMG;RW32;JRZ;RW32;{{N36425798,W004332255},{N36433542,W004341721},{N36181265,W004372939},{N36490351,W005124284},{N36485467,W006013554}}
BTZ1A;LE;LESO;RW22;BTZ;RW22;{{N43171715,W001532780},{N43162160,W001555330},{N43275990,W001303700}}
JRZ1D;LE;LEMG;RW32;JRZ;RW32;{{N36425798,W004332255},{N36400184,W004163345},{N36485152,W004221027},{N36490351,W005124284},{N36485467,W006013554}}
LOJA1A;LE;LEMG;RW14;LOJAS;RW14;{{N36340050,W004205815},{N36485152,W004221027},{N37122619,W004091410}}
LOJA1B;LE;LEMG;RW32;LOJAS;RW32;{{N36425798,W004332255},{N36400184,W004163345},{N36485152,W004221027},{N37122619,W004091410}}
MLL1A;LE;LEMG;RW14;MLL;RW14;{{N36010443,W003362138},{N35182808,W002571986}}
MLL1B;LE;LEMG;RW32;MLL;RW32;{{N36425798,W004332255},{N36391663,W004125015},{N36010443,W003362138},{N35182808,W002571986}}
PIMO1A;LE;LEMG;RW14;PIMOS;RW14;{{N36380109,W004263114},{N36122499,W004401967},{N36081834,W004541800}}
PIMO1B;LE;LEMG;RW32;PIMOS;RW32;{{N36425798,W004332255},{N36433542,W004341721},{N36122499,W004401967},{N36081834,W004541800}}
SVL1A;LE;LEMG;RW14;SVL;RW14;{{N36380109,W004263114},{N36181265,W004372939},{N36490351,W005124284},{N37254038,W005454395}}
SVL1B;LE;LEMG;RW14;SVL;RW14;{{N36340050,W004205815},{N36485152,W004221027},{N36490351,W005124284},{N37254038,W005454395}}
SVL1C;LE;LEMG;RW32;SVL;RW32;{{N36425798,W004332255},{N36433542,W004341721},{N36181265,W004372939},{N36490351,W005124284},{N37254038,W005454395}}
SVL1D;LE;LEMG;RW32;SVL;RW32;{{N36425798,W004332255},{N36400184,W004163345},{N36485152,W004221027},{N36490351,W005124284},{N37254038,W005454395}}
VIBA1A;LE;LEMG;RW14;VIBAS;RW14;{{N36303013,W004160404},{N36391837,W004014374},{N37064884,W003593806},{N37233197,W003375109}}
CDP1C;LE;LEMH;RW01;CDP;RW01;{{N40004050,E004150644},{N39415166,E003260373}}
CDP1D;LE;LEMH;RW19;CDP;CARME;{{N39445148,E004115555},{N39415166,E003260373}}
ISTE1C;LE;LEMH;RW01;ISTER;RW01;{{N40004050,E004150644},{N40035267,E004400000}}
ISTE1D;LE;LEMH;RW19;ISTER;CARME;{{N39445148,E004115555},{N39552245,E004205850},{N40035267,E004400000}}
LUNI1C;LE;LEMH;RW01;LUNIK;RW01;{{N40004050,E004150644},{N40262363,E003233331}}
LUNI1D;LE;LEMH;RW19;LUNIK;CARME;{{N39445148,E004115555},{N39563260,E004061980},{N40262363,E003233331}}
MERO1C;LE;LEMH;RW01;MEROS;RW01;{{N40004050,E004150644},{N40300000,E004220238}}
MERO1D;LE;LEMH;RW19;MEROS;CARME;{{N39445148,E004115555},{N39584540,E004144030},{N40300000,E004220238}}
MJV2C;LE;LEMH;RW01;MJV;RW01;{{N40004050,E004150644},{N39195306,E003255817},{N39260667,E002452986}}
MJV2D;LE;LEMH;RW19;MJV;CARME;{{N39445148,E004115555},{N39195306,E003255817},{N39260667,E002452986}}
MJV2H;LE;LEMH;RW01;MJV;RW01;{{N40004050,E004150644},{N39514865,E004130190},{N39195306,E003255817},{N39260667,E002452986}}
MORS1C;LE;LEMH;RW01;MORSS;RW01;{{N40004050,E004150644},{N39572412,E004400000}}
MORS1D;LE;LEMH;RW19;MORSS;CARME;{{N39445148,E004115555},{N39534145,E004215295},{N39572412,E004400000}}
SARG1C;LE;LEMH;RW01;SARGO;RW01;{{N40004050,E004150644},{N40300000,E003593230}}
SARG1G;LE;LEMH;RW19;SARGO;CARME;{{N39445148,E004115555},{N39583330,E004104175},{N40300000,E003593230}}
BRUN1A;LE;LEPA;RW24R;BRUNO;RW24R;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N38545569,E001281348},{N38545569,E001281348},{N38545569,E001281348},{N38362989,E000290000},{N38362989,E000290000},{N38362989,E000290000}}
BRUN1B;LE;LEPA;RW06R;BRUNO;RW06R;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38545569,E001281348},{N38362989,E000290000}}
BRUN1G;LE;LEPA;RW06L;BRUNO;RW06L;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38545569,E001281348},{N38362989,E000290000}}
BRUN1S;LE;LEPA;RW06L;BRUNO;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39494169,E002192748},{N38362989,E000290000}}
BRUN1T;LE;LEPA;RW06R;BRUNO;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39494169,E002192748},{N38362989,E000290000}}
DRAG1A;LE;LEPA;RW24R;DRAGO;RW24R;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N39325799,E002234508},{N39325799,E002234508},{N39325799,E002234508},{N40002806,E001455638},{N40002806,E001455638},{N40002806,E001455638}}
DRAG1B;LE;LEPA;RW06R;DRAGO;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39393725,E002393627},{N39583317,E002221829},{N40002806,E001455638}}
DRAG1L;LE;LEPA;RW06L;DRAGO;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39393725,E002393627},{N39583317,E002221829},{N40002806,E001455638}}
DRAG1N;LE;LEPA;RW06L;DRAGO;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39494169,E002192748},{N40002806,E001455638}}
DRAG1R;LE;LEPA;RW06R;DRAGO;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39494169,E002192748},{N40002806,E001455638}}
BTZ1B;LE;LESO;RW04;BTZ;RW04;{{N43244205,W001444680},{N43275990,W001303700}}
ESPO1A;LE;LEPA;RW24C;ESPOR;RW24C;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N39325799,E002234508},{N39325799,E002234508},{N39325799,E002234508},{N40165888,E002054399},{N40165888,E002054399},{N40165888,E002054399}}
ESPO1B;LE;LEPA;RW06R;ESPOR;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39393725,E002393627},{N40105085,E002112486},{N40165888,E002054399}}
ESPO1L;LE;LEPA;RW06L;ESPOR;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39393725,E002393627},{N40105085,E002112486},{N40165888,E002054399}}
ESPO1N;LE;LEPA;RW06L;ESPOR;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39494169,E002192748},{N40165888,E002054399}}
ESPO1R;LE;LEPA;RW06R;ESPOR;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39494169,E002192748},{N40165888,E002054399}}
GALA1A;LE;LEPA;RW24L;GALAT;RW24L;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N39325799,E002234508},{N39325799,E002234508},{N39325799,E002234508},{N40091570,E001562711},{N40091570,E001562711},{N40091570,E001562711}}
GALA1B;LE;LEPA;RW06R;GALAT;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39393725,E002393627},{N40051200,E002161100},{N40091570,E001562711}}
GALA1L;LE;LEPA;RW06L;GALAT;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39393725,E002393627},{N40051200,E002161100},{N40091570,E001562711}}
GALA1N;LE;LEPA;RW06L;GALAT;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39494169,E002192748},{N40091570,E001562711}}
GALA1R;LE;LEPA;RW06R;GALAT;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39494169,E002192748},{N40091570,E001562711}}
ISTE1A;LE;LEPA;RW24R;ISTER;RW24R;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N40035267,E004400000},{N40035267,E004400000},{N40035267,E004400000}}
ISTE1B;LE;LEPA;RW06R;ISTER;RW06R;{{N39354091,E002504987},{N39462990,E003154307},{N39514865,E004130190},{N40035267,E004400000}}
ISTE1L;LE;LEPA;RW06L;ISTER;RW06L;{{N39362449,E002502279},{N39462990,E003154307},{N39514865,E004130190},{N40035267,E004400000}}
ISTE1R;LE;LEPA;RW24R;ISTER;RW24R;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39235913,E002424551},{N39235913,E002424551},{N39235913,E002424551},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N40035267,E004400000},{N40035267,E004400000},{N40035267,E004400000}}
IZA1A;LE;LEPA;RW24C;IZA;RW24C;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N38545569,E001281348},{N38545569,E001281348},{N38545569,E001281348}}
IZA1B;LE;LEPA;RW06R;IZA;RW06R;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38545569,E001281348}}
IZA1L;LE;LEPA;RW06L;IZA;RW06L;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38545569,E001281348}}
MEBU1A;LE;LEPA;RW24C;MEBUT;RW24C;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N38450347,E002134120},{N38450347,E002134120},{N38450347,E002134120}}
MEBU1B;LE;LEPA;RW06R;MEBUT;RW06R;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38450347,E002134120}}
MEBU1L;LE;LEPA;RW06L;MEBUT;RW06L;{{N39363892,E002555257},{N39113708,E002503050},{N39074978,E002312097},{N38450347,E002134120}}
MERO1A;LE;LEPA;RW24C;MEROS;RW24C;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N40300000,E004220238},{N40300000,E004220238},{N40300000,E004220238}}
MERO1L;LE;LEPA;RW06L;MEROS;RW06L;{{N39362449,E002502279},{N39462990,E003154307},{N40300000,E004220238}}
MERO1R;LE;LEPA;RW24R;MEROS;RW24R;{{N39314360,E002402633},{N39314360,E002402633},{N39314360,E002402633},{N39314360,E002402633},{N39314360,E002402633},{N39314360,E002402633},{N39235913,E002424551},{N39235913,E002424551},{N39235913,E002424551},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N40300000,E004220238},{N40300000,E004220238},{N40300000,E004220238}}
MERO3B;LE;LEPA;RW06R;MEROS;RW06R;{{N39354091,E002504987},{N39462990,E003154307},{N40300000,E004220238}}
MHN1A;LE;LEPA;RW24C;MHN;RW24C;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190}}
MHN1L;LE;LEPA;RW06L;MHN;RW06L;{{N39362449,E002502279},{N39462990,E003154307},{N39514865,E004130190}}
CEGA1D;LE;LESO;RW04;CEGAM;RW04;{{N43244205,W001444680},{N43263795,W001522030},{N43263795,W001522030},{N42590100,W002141094}}
MHN1R;LE;LEPA;RW24C;MHN;RW24C;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39235913,E002424551},{N39235913,E002424551},{N39235913,E002424551},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190}}
MHN3B;LE;LEPA;RW06R;MHN;RW06R;{{N39354091,E002504987},{N39462990,E003154307},{N39514865,E004130190}}
MORS1A;LE;LEPA;RW24R;MORSS;RW24R;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N39572412,E004400000},{N39572412,E004400000},{N39572412,E004400000}}
MORS1E;LE;LEPA;RW06R;MORSS;RW06R;{{N39354091,E002504987},{N39462990,E003154307},{N39514865,E004130190},{N39572412,E004400000}}
MORS1L;LE;LEPA;RW06L;MORSS;RW06L;{{N39362449,E002502279},{N39462990,E003154307},{N39514865,E004130190},{N39572412,E004400000}}
MORS1R;LE;LEPA;RW24R;MORSS;RW24R;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39235913,E002424551},{N39235913,E002424551},{N39235913,E002424551},{N39253837,E003152419},{N39253837,E003152419},{N39253837,E003152419},{N39514865,E004130190},{N39514865,E004130190},{N39514865,E004130190},{N39572412,E004400000},{N39572412,E004400000},{N39572412,E004400000}}
OSGA1A;LE;LEPA;RW24L;OSGAL;RW24L;{{N39335284,E002444786},{N39335284,E002444786},{N39335284,E002444786},{N39184509,E002480257},{N39184509,E002480257},{N39184509,E002480257},{N39012911,E002535942},{N39012911,E002535942},{N39012911,E002535942}}
OSGA1B;LE;LEPA;RW06R;OSGAL;RW06R;{{N39363892,E002555257},{N39113708,E002503050},{N39012911,E002535942}}
OSGA1L;LE;LEPA;RW06L;OSGAL;RW06L;{{N39363892,E002555257},{N39113708,E002503050},{N39012911,E002535942}}
TURI1A;LE;LEPA;RW24C;TURIA;RW24C;{{N39271964,E002314827},{N39271964,E002314827},{N39271964,E002314827},{N39280254,E001235386},{N39280254,E001235386},{N39280254,E001235386},{N39281800,E001080200},{N39281800,E001080200},{N39281800,E001080200}}
TURI1B;LE;LEPA;RW06R;TURIA;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39393725,E002393627},{N39475600,E002320200},{N39281800,E001080200}}
TURI1L;LE;LEPA;RW06L;TURIA;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39393725,E002393627},{N39475600,E002320200},{N39281800,E001080200}}
TURI1N;LE;LEPA;RW06L;TURIA;RW06L;{{N39362449,E002502279},{N39402537,E002480287},{N39494169,E002192748},{N39281800,E001080200}}
TURI1R;LE;LEPA;RW06R;TURIA;RW06R;{{N39354091,E002504987},{N39402537,E002480287},{N39494169,E002192748},{N39281800,E001080200}}
DGO3K;LE;LERJ;RW29;DGO;RW29;{{N42292891,W002255354},{N42272120,W002421813},{N42271190,W002525054}}
DGO3N;LE;LERJ;RW11;DGO;RW11;{{N42253659,W002115907},{N42273793,W002193688},{N42272120,W002421813},{N42271190,W002525054}}
GARV1K;LE;LERJ;RW29;GARVU;RW29;{{N42292891,W002255354},{N42273793,W002193688},{N42101573,W002044012}}
GARV1N;LE;LERJ;RW11;GARVU;RW11;{{N42253659,W002115907},{N42101573,W002044012}}
MIRP1K;LE;LERJ;RW29;MIRPO;RW29;{{N42292891,W002255354},{N42273793,W002193688},{N42375203,W002091939}}
MIRP1N;LE;LERJ;RW11;MIRPO;RW11;{{N42253659,W002115907},{N42273793,W002193688},{N42375203,W002091939}}
VEGE1K;LE;LERJ;RW29;VEGEL;RW29;{{N42292891,W002255354},{N42273793,W002193688},{N42353434,W002013299}}
VEGE1N;LE;LERJ;RW11;VEGEL;RW11;{{N42253659,W002115907},{N42273793,W002193688},{N42353434,W002013299}}
ARBE1R;LE;LERS;RW25;ARBEK;RW25;{{N41035773,E000584940},{N41022715,E000552375},{N41104780,E000503315},{N41232015,E001042752},{N41323790,E001074719}}
BCN1R;LE;LERS;RW25;BCN;RW25;{{N41085890,E001101604},{N40560261,E001120266},{N40525028,E001214848},{N41020744,E001375497},{N41182564,E002062811}}
CRET1R;LE;LERS;RW25;CRETA;RW25;{{N41085890,E001101604},{N41035773,E000584940},{N41022715,E000552375},{N40522015,E000034160}}
EBRO2R;LE;LERS;RW25;EBROX;RW25;{{N41085890,E001101604},{N40560261,E001120266},{N40423141,E001135441}}
KARE2R;LE;LERS;RW25;KARES;RW25;{{N41035773,E000584940},{N41022715,E000552375},{N41104780,E000503315},{N41171333,E000533673},{N41195166,E001090779}}
MLA1R;LE;LERS;RW25;MLA;RW25;{{N41035773,E000584940},{N41022715,E000552375},{N41074654,E000095488}}
RIBA2R;LE;LERS;RW25;RIBAS;RW25;{{N41085890,E001101604},{N40560261,E001120266},{N40525028,E001214848},{N41020744,E001375497}}
VNV2R;LE;LERS;RW25;VNV;RW25;{{N41085890,E001101604},{N40560261,E001120266},{N40525028,E001214848},{N41123829,E001422103}}
BLV1A;LE;LESO;RW22;BLV;RW22;{{N43171715,W001532780},{N43162160,W001555330},{N43181577,W002560916}}
BLV1B;LE;LESO;RW04;BLV;RW04;{{N43244205,W001444680},{N43263795,W001522030},{N43263795,W001522030},{N43181577,W002560916}}
GINO3N;LF;LFBI;RW03;GINON;RW03;{{N47100000,E000104800}}
CEGA1E;LE;LESO;RW22;CEGAM;RW22;{{N43171715,W001532780},{N43162160,W001555330},{N42590100,W002141094}}
NEA1A;LE;LESO;RW22;NEA;RW22;{{N43171715,W001532780},{N43162160,W001555330},{N43052545,W002140600},{N42013939,W004063287}}
NEA1B;LE;LESO;RW04;NEA;RW04;{{N43244205,W001444680},{N43263795,W001522030},{N43263795,W001522030},{N43052545,W002140600},{N42013939,W004063287}}
PPN1B;LE;LESO;RW04;PPN;RW04;{{N43244205,W001444680},{N43263795,W001522030},{N43263795,W001522030},{N43184031,W001494941},{N42440114,W001420763}}
PPN1C;LE;LESO;RW22;PPN;RW22;{{N43171715,W001532780},{N43162160,W001555330},{N42440114,W001420763}}
ASTU1A;LE;LEST;RW17;ASTUR;RW17;{{N42504465,W008235414},{N42553675,W008253141},{N43130637,W007213635}}
ASTU1B;LE;LEST;RW35;ASTUR;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N43130637,W007213635}}
DEMO1A;LE;LEST;RW17;DEMOS;RW17;{{N42484800,W008231567},{N42553675,W008253141},{N41553254,W009214319}}
DEMO1B;LE;LEST;RW35;DEMOS;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N41553254,W009214319}}
FORN1A;LE;LEST;RW17;FORNO;RW17;{{N42504465,W008235414},{N42553675,W008253141},{N42280519,W007285327}}
FORN1B;LE;LEST;RW35;FORNO;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N42280519,W007285327}}
KORA1A;LE;LEST;RW17;KORAV;RW17;{{N42504465,W008235414},{N42553675,W008253141},{N43391117,W007515611}}
KORA1B;LE;LEST;RW35;KORAV;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N43391117,W007515611}}
MEGA1A;LE;LEST;RW17;MEGAT;RW17;{{N42504465,W008235414},{N42553675,W008253141},{N43295593,W007354729}}
MEGA1B;LE;LEST;RW35;MEGAT;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N43295593,W007354729}}
TURO1A;LE;LEST;RW17;TURON;RW17;{{N42484800,W008231567},{N42553675,W008253141},{N42040453,W008334830}}
TURO1B;LE;LEST;RW35;TURON;RW35;{{N42580878,W008262283},{N42553675,W008253141},{N42040453,W008334830}}
BAN1F;LE;LETO;RW23;BAN;RW23;{{N40335071,W003213720},{N40495306,W002562364},{N41192483,W002374725}}
BAN1G;LE;LETO;RW05;BAN;RW05;{{N40335071,W003213720},{N40495306,W002562364},{N41192483,W002374725}}
CJN1G;LE;LETO;RW05;CJN;RW05;{{N40335071,W003213720},{N40495306,W002562364},{N40221906,W002324059}}
CJN2F;LE;LETO;RW23;CJN;RW23;{{N40222300,W003135473},{N40221906,W002324059}}
KAMP1G;LE;LETO;RW05;KAMPO;RW05;{{N40335071,W003213720},{N40273236,W003300270},{N40115917,W003503936},{N39440000,W004031939}}
KAMP2F;LE;LETO;RW23;KAMPO;RW23;{{N40222300,W003135473},{N40151049,W003205291},{N39440000,W004031939}}
NVS1G;LE;LETO;RW05;NVS;RW05;{{N40335071,W003213720},{N40273236,W003300270},{N40115917,W003503936},{N40220724,W004145790}}
NVS2F;LE;LETO;RW23;NVS;RW23;{{N40222300,W003135473},{N40151049,W003205291},{N40115917,W003503936},{N40220724,W004145790}}
PINA2F;LE;LETO;RW23;PINAR;RW23;{{N40335071,W003213720},{N40495306,W002562364},{N40571108,W002444538},{N40584906,W002355700}}
PINA2G;LE;LETO;RW05;PINAR;RW05;{{N40335071,W003213720},{N40495306,W002562364},{N40571108,W002444538},{N40584906,W002355700}}
RBO1F;LE;LETO;RW23;RBO;RW23;{{N40335071,W003213720},{N40434626,W003055728},{N40511394,W003144787}}
RBO1G;LE;LETO;RW05;RBO;RW05;{{N40335071,W003213720},{N40434626,W003055728},{N40511394,W003144787}}
SIE1F;LE;LETO;RW23;SIE;RW23;{{N40335071,W003213720},{N40434626,W003055728},{N40511394,W003144787},{N41090613,W003361681}}
SIE1G;LE;LETO;RW05;SIE;RW05;{{N40335071,W003213720},{N40434626,W003055728},{N40511394,W003144787},{N41090613,W003361681}}
SIE1K;LE;LETO;RW23;SIE;RW23;{{N40222300,W003135473},{N40151049,W003205291},{N40175384,W003312941},{N40192900,W003470342},{N40351273,W003445665},{N41090613,W003361681}}
ALT1A;LE;LEVC;RW30;ALT;RW30;{{N39314698,W000355658},{N39212050,W000311986},{N38160581,W000341241}}
ALT1B;LE;LEVC;RW12;ALT;RW12;{{N39261473,W000204726},{N38160581,W000341241}}
ASTR1F;LE;LEVC;RW30;ASTRO;RW30;{{N39155757,W000512465},{N39012777,W001154681}}
ASTR1G;LE;LEVC;RW12;ASTRO;RW12;{{N39261473,W000204726},{N39155757,W000512465},{N39012777,W001154681}}
CENT1G;LE;LEVC;RW12;CENTA;RW12;{{N39261473,W000204726},{N39280330,W000482863},{N39422581,W000591074},{N39540223,W001255521}}
CENT2A;LE;LEVC;RW30;CENTA;RW30;{{N39422581,W000591074},{N39540223,W001255521}}
CENT2B;LE;LEVC;RW12;CENTA;RW12;{{N39261473,W000204726},{N39422581,W000591074},{N39540223,W001255521}}
COST2B;LE;LEVC;RW12;COSTA;RW12;{{N39261473,W000204726},{N39500182,W000001686}}
COST3A;LE;LEVC;RW30;COSTA;RW30;{{N39402706,W000122810},{N39500182,W000001686}}
GINO3S;LF;LFBI;RW21;GINON;RW21;{{N47100000,E000104800}}
MAND1B;LE;LEVC;RW12;MANDY;RW12;{{N39261473,W000204726},{N39422581,W000591074},{N39544242,W001022584}}
MAND1G;LE;LEVC;RW12;MANDY;RW12;{{N39261473,W000204726},{N39280330,W000482863},{N39422581,W000591074},{N39544242,W001022584}}
MAND2A;LE;LEVC;RW30;MANDY;RW30;{{N39422581,W000591074},{N39544242,W001022584}}
NARG1A;LE;LEVC;RW30;NARGO;RW30;{{N38441791,W000595523}}
NARG1B;LE;LEVC;RW12;NARGO;RW12;{{N39261473,W000204726},{N39002888,W000484179},{N38441791,W000595523}}
NINO1B;LE;LEVC;RW12;NINOT;RW12;{{N39261473,W000204726},{N39123180,E000290000}}
NINO2A;LE;LEVC;RW30;NINOT;RW30;{{N39402706,W000122810},{N39123180,E000290000}}
RIKO1B;LE;LEVC;RW12;RIKOS;RW12;{{N39261473,W000204726},{N39285318,E000200758}}
RIKO2A;LE;LEVC;RW30;RIKOS;RW30;{{N39402706,W000122810},{N39285318,E000200758}}
TATO1B;LE;LEVC;RW12;TATOS;RW12;{{N39261473,W000204726},{N39403970,W000250365},{N40000000,W000170146}}
TATO2A;LE;LEVC;RW30;TATOS;RW30;{{N39373744,W000282995},{N39380467,W000255614},{N40000000,W000170146}}
AMTO1E;LE;LEVT;RW22;AMTOS;RW22;{{N42435478,W002515610},{N43000000,W003131565}}
BLV1D;LE;LEVT;RW22;BLV;RW22;{{N42435478,W002515610},{N43181577,W002560916}}
CEGA1F;LE;LEVT;RW22;CEGAM;RW22;{{N42435478,W002515610},{N42434735,W002325374},{N42590100,W002141094}}
DGO1B;LE;LEVT;RW22;DGO;RW22;{{N42435478,W002515610},{N42271190,W002525054}}
DGO2A;LE;LEVT;RW04;DGO;RW04;{{N42554112,W002404661},{N42490297,W002265904},{N42271190,W002525054}}
NEA1D;LE;LEVT;RW22;NEA;RW22;{{N42435478,W002515610},{N42013939,W004063287}}
PPN1D;LE;LEVT;RW22;PPN;RW22;{{N42435478,W002515610},{N42440114,W001420763}}
PPN2A;LE;LEVT;RW04;PPN;RW04;{{N42554112,W002404661},{N42490297,W002265904},{N42440114,W001420763}}
RATA1A;LE;LEVT;RW22;RATAS;RW22;{{N42435478,W002515610},{N42342802,W004015078}}
UDAL1A;LE;LEVT;RW04;UDALA;RW04;{{N42554112,W002404661},{N43063705,W002303772}}
VRA1A;LE;LEVT;RW04;VRA;RW04;{{N42554112,W002404661},{N42490297,W002265904},{N42435478,W002515610}}
ASTU1E;LE;LEVX;RW20;ASTUR;RW20;{{N42191671,W008360589},{N43130637,W007213635}}
ASTU1F;LE;LEVX;RW02;ASTUR;RW02;{{N42191671,W008360589},{N43130637,W007213635}}
LOMD1E;LE;LEVX;RW20;LOMDA;RW20;{{N42191671,W008360589},{N42511008,W007174569}}
LOMD1F;LE;LEVX;RW02;LOMDA;RW02;{{N42191671,W008360589},{N42511008,W007174569}}
ROBE1A;LE;LEVX;RW20;ROBER;RW20;{{N42152322,W008204077},{N42061682,W007451416}}
ROBE1B;LE;LEVX;RW02;ROBER;RW02;{{N42191671,W008360589},{N42061682,W007451416}}
BEAT2A;LE;LEXJ;RW29;BEATI;RW29;{{N43265921,W003540868},{N43283455,W004200000}}
BEAT2B;LE;LEXJ;RW11;BEATI;RW11;{{N43235390,W003423267},{N43280397,W003415260},{N43265921,W003540868},{N43283455,W004200000}}
